,時間,縣市,一般及機車竊盜,汽車竊盜,贓物,賭博,重傷害,一般傷害,詐欺背信,妨害自由,故意殺人,過失致死,駕駛過失,妨害家庭及婚姻,妨害風化,強制性交,共同強制性交,對幼性交,性交猥褻,重大恐嚇取財,一般恐嚇取財,擄人勒贖,侵占,偽造文書印文,第一級毒品,第二級毒品,第三級毒品,第四級毒品,毀棄損壞,妨害公務,妨害電腦使用,強盜,搶奪,內亂,重利,竊佔,偽造有價證券,妨害秩序,違反藥事法,違反國家總動員法,違反森林法,違反著作權法,違反專利法,違反商標法,公共危險,侵害墳墓屍體,妨害名譽,違反就業服務法,違反選罷法,妨害秘密,遺棄,違反貪污治罪條例,瀆職,懲治走私條例,妨害兵役,偽造貨幣,偽造度量衡,偽證,誣告,湮滅證據,藏匿頂替,脫逃,違反槍砲彈藥刀械管制條例,其他_x,其他_y
75,94年 10月,臺北縣," 2,235 ", 561 ,4, 24 ,0, 16 , 147 , 9 ,15,0, 8 ,0,17,20,1,5,3,0,8,2,6,6, 266 , 178 ,1,0,3,2,7,19,38,0, 7 ,5,0,0,0,0,3,9,0,3, 57 ,0,1,0,5,0,0,0,0,0,0,4,0,0,0,0,0,0,36,8, 46 
76,94年 11月,臺北縣," 2,635 ", 723 ,20, 46 ,0, 31 , 122 , 8 ,12,0, 5 ,3,7,24,0,2,12,0,8,1,9,15, 229 , 119 ,0,0,4,2,6,34,33,0, 5 ,2,0,1,0,0,0,19,0,4, 65 ,0,7,0,41,0,0,0,0,0,0,5,0,0,0,0,0,0,27,4, 32 
77,94年 12月,臺北縣," 1,936 ", 718 ,4, 38 ,1, 11 , 161 , 5 ,15,0, 2 ,2,17,12,0,2,11,1,26,0,4,3, 152 , 60 ,0,1,4,4,5,28,29,0, 9 ,1,0,0,0,0,0,10,0,3, 48 ,0,1,0,20,0,0,0,0,0,0,2,0,0,0,0,0,0,24,2, 28 
78,95年,臺北縣," 24,669 "," 5,505 ",165," 1,264 ",11," 1,123 "," 2,982 ", 226 ,166,36, 689 ,56,284,304,9,64,125,1,273,8,274,297," 2,864 "," 1,991 ",32,1,245,57,96,321,303,0, 292 ,43,6,4,1,0,3,318,0,110," 2,700 ",0,105,5,68,10,21,0,3,3,4,34,0,2,113,0,7,2,326,26," 1,079 "
79,95年 1月,臺北縣," 2,333 ", 601 ,18, 127 ,0, 9 , 266 , 4 ,15,1, 3 ,0,21,35,0,5,7,0,11,2,4,7, 369 , 221 ,1,0,4,5,1,41,32,0, 4 ,0,0,0,0,0,0,26,0,9, 49 ,0,0,1,3,0,0,0,0,0,0,3,0,0,1,0,1,0,40,5, 57 
80,95年 2月,臺北縣," 1,783 ", 510 ,16, 291 ,0, 10 , 389 , 4 ,6,0, 6 ,0,16,14,0,7,10,0,5,2,4,12, 208 , 87 ,1,0,4,1,8,29,19,0, 8 ,0,0,1,0,0,0,6,0,4, 37 ,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,15,4, 62 
81,95年 3月,臺北縣," 1,748 ", 525 ,3, 154 ,2, 18 , 86 , 3 ,14,2, 10 ,0,5,15,0,4,6,0,9,0,3,5, 156 , 89 ,1,0,4,1,13,36,38,0, 8 ,2,0,0,0,0,1,8,0,7, 317 ,0,4,0,0,0,0,0,0,0,0,6,0,0,2,0,0,0,28,1, 28 
82,95年 4月,臺北縣," 1,817 ", 527 ,13, 45 ,0, 26 , 120 , 5 ,17,0, 10 ,2,13,24,0,7,7,0,9,1,7,7, 152 , 123 ,2,0,9,3,11,19,17,0, 9 ,2,0,1,0,0,0,18,0,4, 156 ,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,25,2, 27 
83,95年 5月,臺北縣," 1,788 ", 435 ,8, 38 ,0, 33 , 137 , 14 ,12,2, 9 ,0,35,39,1,7,11,0,25,0,5,11, 157 , 103 ,2,0,6,5,8,17,28,0, 5 ,2,0,1,0,0,1,16,0,8, 126 ,0,1,0,2,0,0,0,0,0,0,2,0,0,1,0,0,0,24,6, 46 
84,95年 6月,臺北縣," 1,851 ", 412 ,9, 36 ,0, 35 , 217 , 14 ,8,2, 11 ,4,18,22,0,5,19,0,13,0,7,10, 183 , 109 ,0,0,10,2,4,25,25,0, 20 ,1,0,0,0,0,0,12,0,2, 143 ,0,0,0,39,0,1,0,0,0,0,2,0,0,1,0,0,0,17,2, 37 
85,95年 7月,臺北縣," 2,300 ", 457 ,13, 70 ,2, 38 , 299 , 8 ,12,1, 9 ,3,30,38,1,5,9,0,18,1,7,18, 296 , 220 ,1,1,10,4,9,21,29,0, 40 ,4,0,0,0,0,0,31,0,9, 167 ,0,2,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,37,1, 110 
86,95年 8月,臺北縣," 2,605 ", 553 ,34, 79 ,2, 41 , 327 , 11 ,17,1, 17 ,2,26,14,1,4,5,0,24,0,8,10, 295 , 238 ,2,0,14,3,8,26,22,0, 39 ,2,0,0,1,0,1,67,0,4, 264 ,0,6,0,0,1,1,0,0,0,0,2,0,0,1,0,1,0,31,2, 118 
87,95年 9月,臺北縣," 2,046 ", 472 ,10, 57 ,2, 34 , 284 , 13 ,16,0, 19 ,3,25,23,2,2,12,0,42,0,3,18, 225 , 175 ,0,0,12,4,13,18,32,0, 25 ,1,1,0,0,0,0,16,0,10, 236 ,0,6,0,1,0,1,0,0,0,0,2,0,0,5,0,0,0,28,0, 103 
88,95年 10月,臺北縣," 2,104 ", 373 ,5, 41 ,1, 47 , 162 , 20 ,14,2, 21 ,3,23,32,0,9,4,0,16,1,5,15, 229 , 165 ,6,0,8,2,6,31,13,0, 21 ,2,1,0,0,0,0,25,0,10, 211 ,0,5,0,0,1,0,0,0,0,0,3,0,0,2,0,0,0,31,0, 62 
89,95年 11月,臺北縣," 2,286 ", 382 ,25, 211 ,2, 688 , 460 , 92 ,28,20, 467 ,32,48,29,3,3,24,1,59,1,169,122, 363 , 301 ,12,0,135,13,12,23,17,0, 58 ,18,4,1,0,0,0,34,0,18, 649 ,0,66,4,18,5,13,0,3,3,3,3,0,1,75,0,4,2,30,3, 324 
90,95年 12月,臺北縣," 2,008 ", 258 ,11, 115 ,0, 144 , 235 , 38 ,7,5, 107 ,7,24,19,1,6,11,0,42,0,52,62, 231 , 160 ,4,0,29,14,3,35,31,0, 55 ,9,0,0,0,0,0,59,0,25, 345 ,0,13,0,2,3,5,0,0,0,1,2,0,1,22,0,1,0,20,0, 105 
91,96年,臺北縣," 22,558 "," 4,151 ",241," 1,296 ",9," 2,293 "," 5,263 ", 597 ,209,33," 1,445 ",115,359,413,8,81,166,15,627,9,593,572," 3,539 "," 3,655 ",77,0,503,158,148,277,398,0, 589 ,52,17,11,2,0,5,368,0,514," 6,581 ",2,296,3,63,21,42,6,1,1,23,32,0,2,179,2,7,9,309,2," 1,851 "
92,96年 1月,臺北縣," 1,838 ", 362 ,11, 130 ,1, 177 , 291 , 26 ,16,1, 86 ,9,21,32,0,3,11,0,45,1,50,43, 215 , 172 ,4,0,36,4,6,24,65,0, 37 ,3,0,0,0,0,0,22,0,9, 391 ,0,15,0,0,1,1,1,0,0,2,1,0,0,18,0,0,0,20,0, 113 
93,96年 2月,臺北縣," 1,701 ", 274 ,16, 249 ,2, 90 , 317 , 27 ,13,1, 61 ,4,20,35,1,4,10,1,40,0,29,32, 373 , 304 ,4,0,11,6,5,28,41,0, 37 ,2,0,0,0,0,0,17,0,9, 405 ,0,14,0,0,2,2,0,0,0,13,3,0,1,13,0,0,0,28,0, 85 
94,96年 3月,臺北縣," 1,539 ", 345 ,13, 123 ,1, 140 , 303 , 41 ,18,1, 92 ,8,27,29,2,5,6,3,24,1,49,46, 212 , 193 ,0,0,27,7,8,24,43,0, 31 ,3,0,0,0,0,1,16,0,5, 364 ,0,25,0,24,1,1,0,0,0,6,1,0,0,8,0,0,0,17,0, 120 
95,96年 4月,臺北縣," 1,404 ", 292 ,21, 73 ,1, 144 , 275 , 49 ,9,3, 73 ,7,15,17,0,6,15,1,56,1,35,31, 235 , 187 ,2,0,34,14,8,20,34,0, 33 ,6,1,0,0,0,0,39,0,14, 315 ,0,18,0,10,3,4,1,0,0,0,3,0,0,9,0,0,1,7,0, 112 
96,96年 5月,臺北縣," 1,805 ", 368 ,40, 104 ,0, 147 , 381 , 35 ,14,2, 88 ,7,25,39,1,6,14,4,64,0,35,34, 241 , 272 ,10,0,31,14,11,31,36,0, 50 ,3,1,0,0,0,0,22,0,9, 358 ,0,23,0,0,1,4,0,0,0,0,6,0,0,15,0,0,1,42,0, 140 
97,96年 6月,臺北縣," 1,710 ", 333 ,18, 55 ,0, 178 , 263 , 54 ,13,2, 98 ,8,18,36,0,7,18,1,74,0,43,48, 227 , 249 ,5,0,40,14,14,25,12,0, 23 ,2,0,1,0,0,0,33,0,16, 385 ,0,23,0,0,2,7,1,1,1,0,4,0,0,11,0,2,0,38,0, 129 
98,96年 7月,臺北縣," 2,036 ", 374 ,25, 67 ,1, 218 , 382 , 49 ,19,4, 103 ,10,31,38,0,18,17,2,30,1,44,50, 340 , 344 ,13,0,60,8,11,25,24,0, 37 ,5,0,2,0,0,0,29,0,27, 484 ,0,23,0,0,2,3,1,0,0,0,2,0,1,18,0,2,0,38,0, 233 
99,96年 8月,臺北縣," 2,249 ", 359 ,23, 104 ,1, 256 , 569 , 61 ,25,3, 170 ,16,39,37,2,5,20,2,66,2,75,57, 320 , 376 ,10,0,58,18,17,18,31,0, 53 ,3,2,4,0,0,0,39,0,63, 719 ,0,36,2,1,2,7,0,0,0,1,6,0,0,21,1,1,2,17,0, 228 
100,96年 9月,臺北縣," 2,171 ", 343 ,21, 152 ,0, 246 , 665 , 50 ,22,2, 161 ,10,59,28,0,3,16,1,48,2,53,55, 343 , 430 ,7,0,49,16,19,28,31,0, 43 ,6,2,2,0,0,0,25,0,67, 790 ,0,23,0,0,1,4,0,0,0,0,3,0,0,14,1,1,2,33,0, 172 
101,96年 10月,臺北縣," 2,248 ", 411 ,18, 67 ,0, 269 , 672 , 76 ,20,6, 195 ,11,39,44,1,7,11,0,53,1,53,63, 392 , 464 ,8,0,50,20,14,21,33,0, 49 ,8,9,1,0,0,0,60,0,114, 834 ,1,34,1,3,3,4,1,0,0,0,1,0,0,20,0,1,1,22,1, 173 
102,96年 11月,臺北縣," 1,989 ", 357 ,19, 87 ,1, 229 , 566 , 68 ,14,5, 150 ,14,31,32,1,7,14,0,36,0,61,55, 309 , 342 ,8,0,66,28,16,18,25,0, 90 ,6,1,1,2,0,3,23,0,95, 768 ,0,29,0,2,0,3,1,0,0,1,0,0,0,14,0,0,0,23,0, 175 
103,96年 12月,臺北縣," 1,868 ", 333 ,16, 85 ,1, 199 , 579 , 61 ,26,3, 168 ,11,34,46,0,10,14,0,91,0,66,58, 332 , 322 ,6,0,41,9,19,15,23,0, 106 ,5,1,0,0,0,1,43,0,86, 768 ,1,33,0,23,3,2,0,0,0,0,2,0,0,18,0,0,2,24,1, 171 
104,97年,臺北縣," 21,746 "," 3,892 ",299," 1,580 ",10," 2,394 "," 6,705 ", 726 ,172,34," 1,789 ",126,849,320,11,83,177,1,345,5,670,691," 4,077 "," 3,461 ",107,1,578,166,219,237,392,0," 1,013 ",106,17,15,4,0,4,385,0,700," 9,681 ",1,380,1,53,22,24,3,2,3,18,14,0,1,156,3,4,1,223,5," 1,457 "
105,97年 1月,臺北縣," 1,858 ", 384 ,28, 143 ,2, 200 , 588 , 55 ,15,2, 166 ,8,45,20,3,7,19,1,24,1,43,50, 401 , 381 ,7,0,51,14,14,18,46,0, 64 ,6,1,0,0,0,0,47,0,81, 626 ,0,25,0,46,3,4,0,0,0,1,1,0,0,17,0,1,0,20,0, 189 
106,97年 2月,臺北縣," 1,601 ", 301 ,21, 224 ,0, 128 , 436 , 38 ,13,5, 123 ,5,38,20,2,6,12,0,17,1,48,38, 344 , 304 ,6,0,30,9,11,18,44,0, 58 ,9,1,0,0,0,0,17,0,24, 434 ,0,25,0,5,1,0,0,0,0,1,1,0,0,7,0,0,0,21,0, 129 
107,97年 3月,臺北縣," 1,798 ", 350 ,31, 201 ,1, 200 , 482 , 50 ,18,0, 151 ,20,57,22,0,10,10,0,20,0,59,56, 324 , 296 ,8,0,59,14,28,18,23,0, 71 ,9,4,1,1,0,0,40,0,65, 629 ,0,33,0,1,2,1,1,0,1,5,1,0,0,19,0,0,0,27,0, 181 
108,97年 4月,臺北縣," 1,959 ", 355 ,40, 109 ,0, 179 , 522 , 52 ,13,4, 143 ,6,56,25,0,7,13,0,20,0,52,50, 328 , 298 ,10,0,48,12,22,24,35,0, 76 ,7,0,2,0,0,0,24,0,88, 781 ,0,19,0,1,2,1,1,0,0,0,1,0,0,17,1,0,0,15,0, 131 
109,97年 5月,臺北縣," 1,915 ", 385 ,22, 112 ,0, 191 , 566 , 44 ,10,2, 154 ,9,74,37,0,9,18,0,61,0,60,59, 328 , 252 ,13,0,52,17,21,41,31,0, 69 ,7,0,3,0,0,0,31,0,73, 914 ,1,27,1,0,2,3,0,0,0,1,0,0,0,12,0,0,0,32,1, 110 
110,97年 6月,臺北縣," 1,929 ", 392 ,25, 90 ,2, 223 , 497 , 53 ,14,4, 122 ,7,83,28,0,10,16,0,21,0,53,62, 323 , 265 ,6,0,44,20,20,15,28,0, 43 ,9,4,4,1,0,1,36,0,70, 981 ,0,36,0,0,4,0,0,0,0,0,1,0,0,11,0,0,0,15,0, 91 
111,97年 7月,臺北縣," 2,118 ", 315 ,35, 110 ,2, 194 , 558 , 75 ,20,1, 169 ,10,83,31,2,8,14,0,30,0,59,70, 374 , 371 ,15,1,37,12,17,16,27,0, 65 ,12,0,1,0,0,0,23,0,48, 962 ,0,32,0,0,1,6,0,1,0,0,3,0,0,13,0,0,1,17,0, 138 
112,97年 8月,臺北縣," 2,158 ", 282 ,33, 150 ,1, 212 , 575 , 78 ,15,2, 157 ,15,109,28,2,4,16,0,23,1,59,75, 429 , 376 ,9,0,42,15,28,16,47,0, 108 ,8,0,1,0,0,1,30,0,61, 959 ,0,30,0,0,1,3,0,0,0,0,1,0,0,10,1,0,0,18,0, 150 
113,97年 9月,臺北縣," 1,774 ", 346 ,23, 93 ,1, 234 , 552 , 66 ,14,1, 137 ,9,67,28,0,4,18,0,46,0,48,66, 357 , 274 ,6,0,43,17,11,25,29,0, 98 ,7,0,0,0,0,1,42,0,74, 812 ,0,39,0,0,2,1,0,0,1,6,1,0,0,7,0,0,0,20,1, 116 
114,97年 10月,臺北縣," 1,687 ", 282 ,18, 165 ,1, 215 , 676 , 94 ,20,9, 148 ,12,88,30,0,9,15,0,31,1,52,66, 325 , 234 ,11,0,60,9,13,12,31,0, 165 ,13,5,2,0,0,0,26,0,38, 997 ,0,34,0,0,1,1,0,0,1,3,1,0,1,19,0,1,0,22,2, 91 
115,97年 11月,臺北縣," 1,527 ", 261 ,13, 80 ,0, 212 , 651 , 62 ,11,1, 159 ,18,64,22,1,4,14,0,32,1,57,44, 283 , 183 ,9,0,42,16,19,15,25,0, 89 ,9,0,1,0,0,0,27,0,25, 780 ,0,40,0,0,1,2,1,1,0,0,0,0,0,12,1,1,0,9,1, 60 
116,97年 12月,臺北縣," 1,422 ", 239 ,10, 103 ,0, 206 , 602 , 59 ,9,3, 160 ,7,85,29,1,5,12,0,20,0,80,55, 261 , 227 ,7,0,70,11,15,19,26,0, 107 ,10,2,0,2,0,1,42,0,53, 806 ,0,40,0,0,2,2,0,0,0,1,3,0,0,12,0,1,0,7,0, 71 
117,98年,臺北縣," 16,250 "," 2,502 ",226," 2,101 ",6," 2,502 "," 7,809 ", 829 ,203,25," 1,902 ",120,754,335,17,38,188,0,399,2,699,836," 3,192 "," 4,881 ",132,3,573,172,295,209,286,0," 1,417 ",137,6,8,5,0,5,282,0,345," 11,173 ",0,462,2,0,56,35,0,5,1,14,13,0,3,125,2,4,3,190,3, 847 
118,98年 1月,臺北縣," 1,807 ", 240 ,21, 379 ,0, 155 , 483 , 47 ,19,2, 123 ,9,89,37,1,5,7,0,26,0,47,46, 340 , 328 ,9,0,33,15,4,20,18,0, 81 ,5,1,0,0,0,0,17,0,13, 798 ,0,17,0,0,2,2,0,0,0,1,2,0,0,11,0,0,0,21,0, 62 
119,98年 2月,臺北縣," 1,451 ", 203 ,30, 260 ,0, 219 , 511 , 47 ,15,1, 125 ,7,121,38,0,2,7,0,30,0,49,82, 277 , 314 ,11,0,42,11,11,22,29,0, 63 ,8,0,1,0,0,1,17,0,15, 838 ,0,36,0,0,1,4,0,0,0,3,0,0,0,6,1,1,3,18,0, 72 
120,98年 3月,臺北縣," 1,282 ", 247 ,18, 198 ,1, 220 , 557 , 73 ,16,5, 187 ,15,98,42,2,5,11,0,23,0,73,80, 274 , 309 ,14,0,64,12,17,18,19,0, 92 ,13,0,1,0,0,2,32,0,50, 849 ,0,45,1,0,6,7,0,0,0,2,2,0,0,12,0,0,0,13,0, 51 
121,98年 4月,臺北縣," 1,275 ", 242 ,21, 190 ,0, 179 , 607 , 66 ,13,1, 154 ,13,61,28,2,0,16,0,20,0,74,54, 231 , 325 ,11,0,51,17,7,11,20,0, 46 ,12,0,0,0,0,2,17,0,47, 890 ,0,46,0,0,3,0,0,1,0,1,1,0,0,14,0,0,0,18,1, 70 
122,98年 5月,臺北縣," 1,348 ", 224 ,14, 136 ,0, 187 , 546 , 55 ,12,1, 168 ,10,73,32,2,4,11,0,20,0,48,81, 228 , 363 ,5,1,39,11,41,14,34,0, 149 ,9,0,0,0,0,0,30,0,28, 929 ,0,29,0,0,8,3,0,0,0,0,2,0,0,7,0,0,0,9,0, 72 
123,98年 6月,臺北縣," 1,203 ", 197 ,12, 130 ,1, 229 , 579 , 70 ,15,2, 141 ,7,54,24,4,2,19,0,34,1,45,58, 235 , 355 ,11,0,42,12,48,17,16,0, 90 ,11,0,0,2,0,0,23,0,40, 898 ,0,45,0,0,4,1,0,0,1,1,3,0,0,11,0,0,0,15,1, 74 
124,98年 7月,臺北縣," 1,363 ", 212 ,17, 122 ,0, 218 , 744 , 72 ,18,0, 160 ,5,43,12,0,2,20,0,57,0,56,80, 252 , 456 ,14,2,46,21,19,30,42,0, 189 ,14,0,2,1,0,0,23,0,16, 955 ,0,36,0,0,6,1,0,1,0,2,0,0,0,11,1,1,0,13,0, 69 
125,98年 8月,臺北縣," 1,313 ", 249 ,19, 136 ,1, 200 , 661 , 66 ,16,2, 160 ,9,55,29,1,1,20,0,27,0,56,67, 269 , 470 ,21,0,45,17,21,17,30,0, 197 ,25,1,0,1,0,0,26,0,26, 912 ,0,32,0,0,3,0,0,1,0,1,1,0,0,4,0,0,0,17,0, 72 
126,98年 9月,臺北縣," 1,331 ", 164 ,13, 106 ,1, 199 , 737 , 80 ,23,3, 146 ,6,45,29,2,8,18,0,29,0,49,68, 303 , 481 ,8,0,48,17,58,12,14,0, 176 ,8,1,0,1,0,0,20,0,28," 1,096 ",0,35,0,0,4,4,0,0,0,0,0,0,1,11,0,0,0,16,1, 79 
127,98年 10月,臺北縣," 1,358 ", 178 ,30, 155 ,0, 265 , 787 , 90 ,18,2, 174 ,13,42,21,2,2,21,0,54,1,75,75, 267 , 476 ,9,0,55,12,21,12,16,0, 133 ,11,1,0,0,0,0,32,0,24," 1,092 ",0,49,0,0,5,4,0,2,0,2,1,0,0,18,0,1,0,14,0, 76 
128,98年 11月,臺北縣," 1,244 ", 161 ,19, 154 ,1, 212 , 714 , 84 ,20,1, 166 ,10,32,21,1,3,17,0,47,0,57,64, 269 , 479 ,8,0,55,17,28,16,30,0, 96 ,13,1,3,0,0,0,22,0,23, 949 ,0,44,1,0,8,2,0,0,0,1,1,0,1,9,0,1,0,16,0, 61 
129,98年 12月,臺北縣," 1,275 ", 185 ,12, 135 ,1, 219 , 883 , 79 ,18,5, 198 ,16,41,22,0,4,21,0,32,0,70,81, 247 , 525 ,11,0,53,10,20,20,18,0, 105 ,8,1,1,0,0,0,23,0,35, 967 ,0,48,0,0,6,7,0,0,0,0,0,0,1,11,0,0,0,20,0, 89 
130,99年,臺北縣," 12,623 "," 1,541 ",203," 1,904 ",3," 2,615 "," 6,335 "," 1,178 ",193,15," 2,243 ",133,454,275,3,56,202,0,255,2,842,706," 2,405 "," 6,036 ",154,5,611,277,167,147,194,0, 830 ,101,9,12,33,0,1,184,0,215," 11,359 ",2,678,1,153,42,43,3,4,4,4,16,0,7,130,1,4,2,184,0, 736 
131,99年 1月,臺北縣, 859 , 151 ,10, 113 ,0, 207 , 806 , 81 ,12,1, 186 ,5,34,14,0,6,11,0,25,0,51,94, 185 , 397 ,16,1,51,24,22,9,12,0, 104 ,14,2,2,0,0,0,14,0,18," 1,114 ",1,39,0,0,2,4,0,1,0,3,1,0,0,14,0,0,0,15,0, 58 
132,99年 2月,臺北縣," 1,933 ", 164 ,43, 461 ,0, 146 , 631 , 72 ,23,1, 112 ,3,28,21,0,5,10,0,28,0,79,49, 304 , 650 ,15,0,40,27,14,17,31,0, 61 ,10,0,1,1,0,0,15,0,10, 876 ,0,44,0,0,1,1,0,0,1,0,0,0,0,4,0,0,0,37,0, 43 
133,99年 3月,臺北縣, 915 , 143 ,19, 126 ,0, 250 , 615 , 79 ,14,0, 171 ,10,44,24,0,4,20,0,21,0,79,76, 236 , 533 ,9,0,66,17,14,19,18,0, 106 ,8,2,2,1,0,0,24,0,50, 945 ,0,53,0,0,3,3,1,0,0,0,2,0,0,9,0,1,0,9,0, 54 
134,99年 4月,臺北縣, 964 , 135 ,19, 98 ,0, 208 , 578 , 103 ,10,2, 200 ,10,40,19,0,8,18,0,13,0,80,60, 224 , 466 ,12,0,55,20,16,6,16,0, 47 ,4,0,1,7,0,0,14,0,21, 943 ,0,58,0,0,4,2,1,0,0,0,2,0,1,13,1,0,0,12,0, 52 
135,99年 5月,臺北縣," 1,081 ", 144 ,12, 166 ,0, 204 , 534 , 93 ,9,1, 202 ,11,49,24,0,2,16,0,18,0,84,64, 225 , 480 ,19,1,55,20,16,10,12,0, 48 ,9,3,4,6,0,0,7,0,19," 1,036 ",1,66,0,0,5,3,0,0,1,0,2,0,0,18,0,0,0,7,0, 64 
136,99年 6月,臺北縣, 950 , 122 ,9, 113 ,0, 252 , 570 , 113 ,15,1, 193 ,23,32,21,0,4,18,0,36,0,64,44, 180 , 451 ,15,0,59,21,11,12,13,0, 103 ,7,0,1,0,0,0,17,0,10, 901 ,0,55,1,0,5,5,0,1,0,0,0,0,1,6,0,0,0,19,0, 43 
137,99年 7月,臺北縣," 1,073 ", 107 ,13, 153 ,0, 241 , 468 , 81 ,18,2, 189 ,18,38,27,2,4,19,0,25,1,65,64, 175 , 516 ,8,0,51,22,16,14,23,0, 85 ,10,2,1,3,0,0,20,0,19, 925 ,0,57,0,1,6,3,0,0,0,0,4,0,1,11,0,2,0,11,0, 70 
138,99年 8月,臺北縣," 1,066 ", 115 ,24, 170 ,1, 291 , 487 , 108 ,23,2, 218 ,14,43,22,0,3,24,0,7,0,76,60, 210 , 549 ,26,0,45,18,12,12,21,0, 55 ,11,0,0,1,0,0,9,0,27," 1,003 ",0,69,0,0,4,3,0,0,0,0,0,0,2,14,0,0,0,13,0, 108 
139,99年 9月,臺北縣," 1,081 ", 138 ,21, 142 ,0, 198 , 488 , 102 ,18,1, 186 ,13,43,26,1,6,13,0,17,1,57,51, 179 , 521 ,12,0,55,29,8,12,10,0, 81 ,7,0,0,6,0,0,17,0,9," 1,044 ",0,49,0,0,2,4,1,1,1,1,1,0,1,7,0,0,0,15,0, 50 
140,99年 10月,臺北縣, 977 , 148 ,12, 178 ,1, 209 , 357 , 113 ,24,1, 201 ,4,41,32,0,6,19,0,21,0,76,56, 171 , 520 ,6,1,55,23,12,10,18,0, 45 ,5,0,0,6,0,1,14,0,8, 931 ,0,70,0,14,2,3,0,0,0,0,4,0,0,14,0,1,1,18,0, 62 
141,99年 11月,臺北縣, 938 , 88 ,14, 109 ,0, 232 , 405 , 110 ,11,1, 208 ,12,28,21,0,6,19,0,27,0,68,39, 163 , 508 ,9,2,34,28,14,12,12,0, 53 ,13,0,0,1,0,0,15,0,10, 822 ,0,51,0,117,3,6,0,0,1,0,0,0,1,11,0,0,0,19,0, 60 
142,99年 12月,臺北縣, 786 , 86 ,7, 75 ,1, 177 , 396 , 123 ,16,2, 177 ,10,34,24,0,2,15,0,17,0,63,49, 153 , 445 ,7,0,45,28,12,14,8,0, 42 ,3,0,0,1,0,0,18,0,14, 819 ,0,67,0,21,5,6,0,1,0,0,0,0,0,9,0,0,1,9,0, 72 
143,100年,臺北縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
144,100年 1月,臺北縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,100年 2月,臺北縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
146,100年 3月,臺北縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
147,100年 4月,臺北縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,100年 5月,臺北縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,100年 6月,臺北縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,100年 7月,臺北縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,100年 8月,臺北縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
152,100年 9月,臺北縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,100年 10月,臺北縣,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
